Cryptocurrency Name,Symbol,Date,Opening Price (USD),Closing Price (USD),Highest Price (USD),Lowest Price (USD),Market Capitalization (USD),Volume (24h),Total Supply,Price Change (24h%),Price Change (7d%),Blockchain Network,Popularity Rank
Stellar,XLM,2022-01-08 04:00:00,31011.97,10000.52,49940.26,43597.33,22950393000.62,457453986.0,446863986.14,16.92,24.78,Ethereum,30
Stellar,XLM,2022-01-08 05:00:00,38287.4,39068.25,45527.22,4553.92,43506587475.08,399786751.78,931847798.99,36.4,2.8,Binance Smart Chain,67
Chainlink,LINK,2022-01-08 06:00:00,15124.79,46704.44,41424.09,23078.85,4127106022.3,256691853.74,718958365.88,-37.08,-11.35,Ethereum,66
Polygon,MATIC,2022-01-08 07:00:00,9770.13,42034.63,23039.81,35067.13,7384477005.04,642423089.21,84783825.57,-14.28,2.06,Ethereum,21
Litecoin,LTC,2022-01-08 08:00:00,9703.56,21081.18,41081.76,22039.41,74726171735.8,602737944.57,402882761.05,-34.91,46.33,Ethereum,88
Stellar,XLM,2022-01-08 09:00:00,18006.68,1818.29,24548.57,47983.01,54479487370.3,827050319.51,939442324.96,-25.86,41.24,Ethereum,64
Dogecoin,DOGE,2022-01-08 10:00:00,41785.56,18126.15,38637.12,17348.69,92486521522.02,337556262.59,294138889.61,-38.42,43.15,Cardano,24
Avalanche,AVAX,2022-01-08 11:00:00,47726.88,13935.86,49214.57,34775.2,330057703.56,256469167.83,667198322.49,-40.71,-0.65,Ethereum,86
Solana,SOL,2022-01-08 12:00:00,2929.45,41284.07,6831.33,10526.22,83810827863.19,831844537.61,382775475.36,48.7,-25.91,Binance Smart Chain,62
Dogecoin,DOGE,2022-01-08 13:00:00,46718.59,30358.12,20195.39,26052.6,79270140547.86,676145942.42,890895859.57,26.28,5.14,Cardano,98
Shiba Inu,SHIB,2022-01-08 14:00:00,6151.03,971.61,15914.33,6230.07,5967673352.41,362351980.68,67525617.55,12.5,44.22,Binance Smart Chain,87
Dogecoin,DOGE,2022-01-08 15:00:00,2695.91,45788.75,35243.5,5002.15,29059928432.81,390847251.54,922365323.87,-5.29,28.11,Ethereum,68
TRON,TRX,2022-01-08 16:00:00,18078.31,13392.8,24157.5,16179.54,351478489.14,781406374.13,925717345.59,38.69,18.39,Binance Smart Chain,40
Stellar,XLM,2022-01-08 17:00:00,40748.57,20013.5,25580.61,48425.87,57742711479.58,23209234.01,750722119.11,-45.04,-20.11,Cardano,44
Shiba Inu,SHIB,2022-01-08 18:00:00,27908.31,41927.4,10962.95,4689.45,98553608312.13,474423089.64,872589352.18,22.17,-42.14,Binance Smart Chain,54
Avalanche,AVAX,2022-01-08 19:00:00,36832.9,13202.95,43095.75,19570.75,64496842084.64,258618462.82,145254793.77,35.67,-33.25,Binance Smart Chain,47
Stellar,XLM,2022-01-08 20:00:00,44230.54,33994.65,23220.47,40654.07,31739578567.39,740144386.81,459750768.46,-40.69,-11.12,Ethereum,39
Polkadot,DOT,2022-01-08 21:00:00,14252.92,24534.71,30760.66,12700.8,80225335145.95,961173800.52,952903444.98,1.03,-31.04,Binance Smart Chain,26
Polkadot,DOT,2022-01-08 22:00:00,29495.13,26375.47,4403.0,41008.91,59033648396.68,776320670.82,928504802.64,-2.52,33.64,Ethereum,40
Polygon,MATIC,2022-01-08 23:00:00,24988.24,18955.92,12244.77,26115.94,60366670119.1,177572377.77,853950912.44,30.71,-39.73,Cardano,29
Stellar,XLM,2022-01-09 00:00:00,38573.84,15127.63,17408.92,24600.47,39600091384.61,286028578.23,345007923.08,-33.41,-26.89,Cardano,90
Solana,SOL,2022-01-09 01:00:00,13453.99,13524.24,47834.63,21737.21,87530562945.79,291267997.71,662624641.33,20.53,-39.2,Cardano,9
Polkadot,DOT,2022-01-09 02:00:00,15298.0,38434.97,42950.93,35922.82,35704001376.22,988531714.59,642536863.35,47.03,25.16,Ethereum,15
Polygon,MATIC,2022-01-09 03:00:00,36982.41,11150.64,4316.01,31397.43,23808554027.83,976549451.47,524214316.06,21.92,-15.9,Ethereum,81
Stellar,XLM,2022-01-09 04:00:00,11092.5,27986.35,44018.88,37603.81,2730603317.52,25636325.54,993157377.62,27.06,7.01,Ethereum,49
Avalanche,AVAX,2022-01-09 05:00:00,2268.82,39714.82,33531.33,29802.22,16773085791.6,287400393.25,389618985.61,-23.03,-34.12,Ethereum,82
Polkadot,DOT,2022-01-09 06:00:00,21745.85,40140.06,26947.36,27170.68,31032353313.25,802072772.34,426037927.81,20.71,17.66,Ethereum,53
TRON,TRX,2022-01-09 07:00:00,26274.15,2151.99,37862.71,33806.84,90560681539.69,591142625.07,76384190.96,-17.71,-4.59,Ethereum,69
Litecoin,LTC,2022-01-09 08:00:00,3758.86,6082.15,12710.09,45453.8,71104857584.95,502927327.3,461113690.64,-44.76,10.46,Cardano,23
Solana,SOL,2022-01-09 09:00:00,48196.59,1428.21,21168.99,19275.36,66700792308.53,524976483.55,885011404.01,43.27,17.34,Ethereum,38
Stellar,XLM,2022-01-09 10:00:00,23892.68,10131.44,7609.16,29854.48,52728627408.96,786217293.24,235975527.82,48.21,-18.17,Cardano,83
Solana,SOL,2022-01-09 11:00:00,7278.08,30517.46,524.36,38441.91,40279299004.72,282851095.03,947345866.4,-27.62,-36.98,Binance Smart Chain,62
Stellar,XLM,2022-01-09 12:00:00,13461.48,28544.84,10609.04,11565.26,685879127.22,852991889.18,398659245.64,-33.08,41.7,Binance Smart Chain,44
Chainlink,LINK,2022-01-09 13:00:00,5804.9,25161.38,26017.03,42774.37,51534630835.66,179175590.85,557288596.72,-47.99,-5.83,Binance Smart Chain,38
Stellar,XLM,2022-01-09 14:00:00,36428.23,18161.23,20561.68,44623.35,88466764274.13,459061351.9,212062461.69,29.22,0.2,Cardano,47
TRON,TRX,2022-01-09 15:00:00,30245.88,33581.25,47451.89,49026.38,72435490062.1,276133478.59,837761537.29,-27.23,41.36,Ethereum,6
Solana,SOL,2022-01-09 16:00:00,44055.66,38204.03,33696.0,7940.13,78591665175.2,646989398.54,744490417.99,19.94,16.25,Cardano,42
Shiba Inu,SHIB,2022-01-09 17:00:00,10081.19,49020.32,35578.63,48290.87,64821394656.44,789692528.24,75658572.43,-23.61,-31.11,Cardano,6
Solana,SOL,2022-01-09 18:00:00,6395.93,31538.36,3204.28,38097.85,21438885096.31,599027499.32,220478018.4,13.35,37.48,Ethereum,28
Polkadot,DOT,2022-01-09 19:00:00,38166.4,48077.39,11209.44,33551.43,16433687981.4,270166718.72,511574097.63,44.75,-42.22,Cardano,86
Chainlink,LINK,2022-01-09 20:00:00,17636.68,34310.36,45452.04,39838.78,23427040814.45,69217980.31,429436069.06,-3.69,-37.35,Binance Smart Chain,77
TRON,TRX,2022-01-09 21:00:00,2848.61,29703.79,8481.13,4168.69,95462414271.35,364853270.86,525032921.13,27.16,13.28,Cardano,47
Polkadot,DOT,2022-01-09 22:00:00,40143.27,42522.93,28197.21,19333.8,92949326492.41,174999698.37,472927083.23,-26.55,31.41,Binance Smart Chain,39
Litecoin,LTC,2022-01-09 23:00:00,9509.19,27458.24,41055.15,38966.3,84010882555.98,781644596.65,333161028.03,1.62,-1.36,Ethereum,43
Litecoin,LTC,2022-01-10 00:00:00,18542.87,20643.94,38118.05,7188.61,1504253645.35,640255243.51,79330780.18,-33.19,-44.49,Binance Smart Chain,80
Polkadot,DOT,2022-01-10 01:00:00,15982.85,14440.54,23022.51,40164.93,73284652139.01,225027510.33,502381107.65,-43.73,-39.0,Binance Smart Chain,93
Stellar,XLM,2022-01-10 02:00:00,6710.13,1896.5,18846.13,48939.38,64605085924.74,109780834.06,716631259.68,29.16,-39.16,Binance Smart Chain,86
Polygon,MATIC,2022-01-10 03:00:00,10516.72,10804.07,32861.83,28205.98,33690708812.33,714619833.53,403239684.09,17.55,-20.02,Ethereum,65
Litecoin,LTC,2022-01-10 04:00:00,40016.0,29786.16,30223.1,8927.11,35203471871.91,91926260.26,217031983.02,-29.72,10.33,Cardano,54
Avalanche,AVAX,2022-01-10 05:00:00,34027.01,34885.18,40974.32,17010.08,1527841305.27,720440125.53,857379013.89,-27.57,2.42,Cardano,100
Solana,SOL,2022-01-10 06:00:00,35784.9,26810.4,28228.48,15476.33,67057808234.32,365180670.15,286095613.11,29.18,-24.49,Ethereum,55
Solana,SOL,2022-01-10 07:00:00,20226.59,1344.54,48340.59,33831.54,86971348284.85,100580022.63,290670633.14,-26.15,23.24,Binance Smart Chain,69
Solana,SOL,2022-01-10 08:00:00,18642.83,35313.88,29434.39,18471.28,94759048932.78,12148902.94,367669338.72,-48.5,-48.74,Binance Smart Chain,84
Polkadot,DOT,2022-01-10 09:00:00,13467.21,37929.1,4290.91,30568.59,22138506746.9,916139120.1,408919705.49,-29.45,8.3,Binance Smart Chain,81
Polygon,MATIC,2022-01-10 10:00:00,2045.82,21328.78,44519.61,14952.07,77118454227.45,893347792.16,776324315.07,-31.07,17.62,Cardano,6
Solana,SOL,2022-01-10 11:00:00,19837.67,25323.31,39138.22,44288.48,5540607282.53,174177555.69,20283587.24,39.46,-36.87,Ethereum,95
Shiba Inu,SHIB,2022-01-10 12:00:00,34714.88,38889.89,2615.01,21177.33,21377640747.96,621299416.17,507392154.32,-35.42,23.18,Cardano,45
Dogecoin,DOGE,2022-01-10 13:00:00,4439.66,648.37,22176.71,17182.76,86733052779.23,310204977.2,796506005.95,-27.02,-33.8,Ethereum,41
Dogecoin,DOGE,2022-01-10 14:00:00,13313.45,23488.77,43960.55,22013.56,13986635089.06,967546795.06,777425288.98,-29.89,21.32,Binance Smart Chain,16
Polygon,MATIC,2022-01-10 15:00:00,41560.6,47822.14,45758.7,23201.96,16979215212.79,241127582.07,202829493.17,7.12,38.71,Cardano,98
Litecoin,LTC,2022-01-10 16:00:00,6603.58,26780.89,13864.7,17521.97,13227742955.09,199131957.3,858903489.8,-44.05,-12.16,Ethereum,65
Avalanche,AVAX,2022-01-10 17:00:00,34997.78,16487.75,23137.89,10968.18,84145181122.02,740605791.61,738512029.33,17.32,-25.37,Binance Smart Chain,27
Chainlink,LINK,2022-01-10 18:00:00,23754.23,5993.12,45396.35,37832.83,20903347552.21,305286742.06,198718029.48,-12.99,30.88,Cardano,57
TRON,TRX,2022-01-10 19:00:00,24000.55,44847.58,26276.13,7977.37,34864646415.61,788830985.0,628317264.72,9.52,-46.47,Binance Smart Chain,96
Solana,SOL,2022-01-10 20:00:00,27267.47,35335.69,11235.19,40349.5,99995831649.18,785674563.91,346024227.61,-46.8,-34.5,Cardano,90
Solana,SOL,2022-01-10 21:00:00,14660.28,22557.05,47058.67,9053.29,62921718422.81,783901900.03,455844628.12,-36.18,44.89,Ethereum,40
Shiba Inu,SHIB,2022-01-10 22:00:00,20727.7,39588.81,7789.67,32789.48,64983379407.72,771150082.28,261271872.96,-44.5,-15.06,Cardano,55
Polkadot,DOT,2022-01-10 23:00:00,32816.22,851.79,45555.58,3877.34,43495763681.31,296948016.58,756206119.36,-9.8,44.56,Binance Smart Chain,82
Polygon,MATIC,2022-01-11 00:00:00,22003.71,42671.27,19411.37,38750.67,89968604128.4,187271915.64,282888751.49,21.19,-47.98,Cardano,52
Chainlink,LINK,2022-01-11 01:00:00,20782.5,22853.4,44181.74,26405.27,14617158768.19,466234103.16,769997158.61,10.72,-26.31,Cardano,63
Dogecoin,DOGE,2022-01-11 02:00:00,10296.13,29977.62,16769.73,29689.01,58126775700.19,955692626.67,338745415.48,28.74,-12.9,Cardano,9
Litecoin,LTC,2022-01-11 03:00:00,47334.22,28363.09,24521.96,30566.62,87861685391.04,145481044.39,619636890.92,39.34,-17.7,Binance Smart Chain,36
Chainlink,LINK,2022-01-11 04:00:00,14563.05,15866.35,9108.75,24299.35,45367041345.43,554112003.74,231583382.68,22.25,-48.78,Cardano,10
Litecoin,LTC,2022-01-11 05:00:00,47454.55,23177.29,35732.89,48653.94,51500099673.21,935120772.16,808178038.44,20.68,-19.44,Cardano,66
Chainlink,LINK,2022-01-11 06:00:00,36625.85,8998.01,10676.92,13718.08,61610675900.54,858313174.81,581403198.36,-7.03,-34.96,Binance Smart Chain,52
Polkadot,DOT,2022-01-11 07:00:00,25009.59,3197.32,25356.29,13888.12,23042759509.27,965177062.9,296053437.09,-47.84,42.6,Ethereum,1
Shiba Inu,SHIB,2022-01-11 08:00:00,31887.06,11577.05,16145.22,25138.5,15118881809.26,966801540.89,543607786.12,-6.66,44.46,Binance Smart Chain,71
Litecoin,LTC,2022-01-11 09:00:00,30061.52,27604.49,8211.84,11545.11,69116594988.01,763211469.18,15592528.68,27.14,-38.23,Binance Smart Chain,94
Dogecoin,DOGE,2022-01-11 10:00:00,43585.68,21320.85,25224.07,47345.59,52851576020.36,978901435.45,677045327.5,-36.05,33.04,Binance Smart Chain,28
Shiba Inu,SHIB,2022-01-11 11:00:00,885.84,1174.44,48269.38,39952.78,85713986650.31,267019974.51,724446278.15,12.94,-6.13,Ethereum,69
Polygon,MATIC,2022-01-11 12:00:00,39753.53,48743.4,38769.5,13658.25,31038009114.68,341331792.83,780275557.13,-32.52,47.41,Ethereum,3
Chainlink,LINK,2022-01-11 13:00:00,23742.83,46199.06,26122.64,36316.85,44814851557.41,763718199.19,345453766.72,-48.16,37.38,Cardano,73
Chainlink,LINK,2022-01-11 14:00:00,33958.7,5769.15,35736.35,36166.25,81228206070.72,704752303.05,376185736.39,-20.52,-28.95,Binance Smart Chain,62
Polygon,MATIC,2022-01-11 15:00:00,35990.69,12984.83,27951.38,603.3,40334249500.22,52960430.92,269207568.33,29.87,-3.72,Binance Smart Chain,33
Solana,SOL,2022-01-11 16:00:00,44486.46,8658.14,16681.12,6266.53,26597168361.58,816065720.42,929394565.14,-36.87,-12.22,Binance Smart Chain,47
Polygon,MATIC,2022-01-11 17:00:00,14125.61,21429.06,5592.5,35806.59,82248428020.26,454323678.48,537084775.83,-33.08,38.73,Ethereum,15
Litecoin,LTC,2022-01-11 18:00:00,11571.76,36930.25,4327.41,845.27,49927429589.06,514657728.69,524206802.51,-10.24,-28.2,Ethereum,99
Avalanche,AVAX,2022-01-11 19:00:00,46704.61,31574.39,30157.14,12435.0,40179316410.49,797792708.37,256346465.24,31.79,-42.07,Binance Smart Chain,78
Stellar,XLM,2022-01-11 20:00:00,33358.52,2966.45,31483.65,33802.39,84906256816.73,784917489.51,9986551.83,-25.19,46.53,Binance Smart Chain,92
Polkadot,DOT,2022-01-11 21:00:00,33895.59,46458.28,10431.56,35837.5,44689232242.38,540769965.68,711656108.31,-44.95,-23.35,Binance Smart Chain,10
Litecoin,LTC,2022-01-11 22:00:00,31167.92,3756.68,4419.69,13583.67,12503915511.72,466208527.33,865273792.21,26.42,-13.92,Cardano,4
Polkadot,DOT,2022-01-11 23:00:00,38743.94,10337.85,37316.17,14716.89,25885460937.61,799643115.87,235846092.12,-34.81,1.62,Cardano,85
Shiba Inu,SHIB,2022-01-12 00:00:00,935.97,49881.38,12529.22,16610.26,49595630769.12,375479648.16,954384577.12,40.06,48.82,Binance Smart Chain,79
TRON,TRX,2022-01-12 01:00:00,48565.01,2020.21,32288.16,23468.39,15536448001.11,637695787.1,218171417.5,29.17,24.73,Ethereum,52
Solana,SOL,2022-01-12 02:00:00,23253.3,13631.87,29859.35,39691.87,47698368522.27,72545006.51,178331560.53,-16.12,-7.63,Binance Smart Chain,84
Solana,SOL,2022-01-12 03:00:00,17877.2,38287.58,6262.67,47967.24,93375455580.46,516317821.15,729724203.65,11.16,-33.8,Cardano,31
Polygon,MATIC,2022-01-12 04:00:00,47765.17,9692.36,42829.16,11908.23,3821698503.75,68668836.38,433616196.12,-45.81,-25.98,Binance Smart Chain,6
Stellar,XLM,2022-01-12 05:00:00,17764.7,13099.31,37236.41,28449.75,71575234615.24,257582220.86,81043925.52,-46.75,24.71,Binance Smart Chain,64
Stellar,XLM,2022-01-12 06:00:00,38935.09,39537.37,4582.29,17312.53,22459951171.97,218376035.71,99780957.22,41.65,-43.81,Ethereum,26
Solana,SOL,2022-01-12 07:00:00,18999.56,42391.73,24737.4,27552.35,99512659354.72,589285090.5,235041330.57,-28.95,-31.7,Binance Smart Chain,89
Dogecoin,DOGE,2022-01-12 08:00:00,42856.16,13480.52,8312.33,37939.52,76492837440.28,898800880.3,901648730.21,-19.33,14.32,Ethereum,35
Litecoin,LTC,2022-01-12 09:00:00,15035.3,34739.4,44143.52,12770.28,15896901329.54,180423252.05,840428541.39,38.58,1.98,Ethereum,58
Solana,SOL,2022-01-12 10:00:00,9215.41,29552.81,23751.24,34102.04,17255366138.22,295720789.08,901415809.31,17.45,-6.56,Binance Smart Chain,46
Dogecoin,DOGE,2022-01-12 11:00:00,41394.23,1965.54,39657.87,4832.15,49489371187.62,41766337.57,113352238.55,28.32,-38.86,Binance Smart Chain,95
Polkadot,DOT,2022-01-12 12:00:00,45623.74,21542.59,23162.53,28513.36,45837653230.42,7387149.8,984088262.28,-44.35,3.85,Cardano,11
Polygon,MATIC,2022-01-12 13:00:00,33901.79,36550.17,38341.86,44336.32,35127327216.51,84623053.17,923321690.21,14.55,1.05,Binance Smart Chain,75
Polkadot,DOT,2022-01-12 14:00:00,2127.16,36012.48,21278.24,12577.47,2443642735.89,960119627.81,865242526.58,13.31,-25.31,Cardano,36
Polkadot,DOT,2022-01-12 15:00:00,14016.77,47693.61,16952.85,8143.27,19826685326.71,705969288.6,414989867.42,-20.21,-8.48,Binance Smart Chain,57
Solana,SOL,2022-01-12 16:00:00,42223.53,37536.63,5888.68,2612.18,80445948705.47,125072607.74,871726559.35,-9.44,-31.93,Ethereum,30
Chainlink,LINK,2022-01-12 17:00:00,14707.38,45554.76,49772.22,47852.62,92711955500.32,823129659.9,348478845.55,3.04,-23.93,Ethereum,38
Solana,SOL,2022-01-12 18:00:00,1118.04,28773.44,49537.96,2723.27,83919832847.4,963546041.63,807023511.22,8.35,2.91,Binance Smart Chain,18
Shiba Inu,SHIB,2022-01-12 19:00:00,37087.66,2347.17,43611.01,47153.47,64593753541.43,776421611.36,841366960.63,32.67,-47.55,Ethereum,51
Solana,SOL,2022-01-12 20:00:00,34889.22,10445.51,1780.27,41147.92,18732281851.85,494346938.55,475165369.99,-19.93,3.44,Ethereum,1
Chainlink,LINK,2022-01-12 21:00:00,49882.0,46721.77,14686.76,10193.29,38464462752.44,24440089.09,696418158.0,-23.53,27.37,Ethereum,75
Avalanche,AVAX,2022-01-12 22:00:00,44772.6,17308.58,40342.85,39706.97,91245494001.95,249955079.19,4738226.57,-19.57,-10.11,Binance Smart Chain,43
Polygon,MATIC,2022-01-12 23:00:00,1257.68,17457.23,8388.34,35411.8,62472901988.47,333276464.08,353771247.69,-10.45,19.71,Cardano,80
TRON,TRX,2022-01-13 00:00:00,46262.59,18590.58,20376.84,12199.34,5422966829.77,945738961.63,758431181.6,23.88,-38.91,Ethereum,46
Polkadot,DOT,2022-01-13 01:00:00,14274.57,18706.59,30047.58,21233.01,91023398436.4,854862951.92,295188027.54,-2.53,2.06,Ethereum,68
Stellar,XLM,2022-01-13 02:00:00,22689.51,30882.43,38989.79,34716.43,9528333586.86,518920403.21,231090909.54,-0.88,-9.35,Ethereum,28
Polkadot,DOT,2022-01-13 03:00:00,46036.89,23764.21,5815.39,15333.82,16954044556.1,258917106.55,545139649.75,8.45,8.78,Binance Smart Chain,1
Dogecoin,DOGE,2022-01-13 04:00:00,32919.26,1757.88,29904.91,47398.8,12356193629.37,50854042.48,125211638.95,-0.19,-48.77,Cardano,32
Chainlink,LINK,2022-01-13 05:00:00,2710.55,20643.46,26341.22,19895.96,55301378358.25,637987880.69,979091433.28,-28.63,-22.56,Ethereum,7
Polkadot,DOT,2022-01-13 06:00:00,24376.66,33517.54,6091.01,31059.34,96171811040.17,750629987.46,394650236.42,-46.45,-5.42,Cardano,100
Avalanche,AVAX,2022-01-13 07:00:00,15356.64,39538.98,37012.69,7435.46,65667066709.2,700250663.57,887500057.33,-0.12,45.33,Ethereum,68
Litecoin,LTC,2022-01-13 08:00:00,44586.36,47690.21,38633.22,1495.97,57830462821.29,218705126.51,245265599.57,-6.91,-18.31,Binance Smart Chain,20
Solana,SOL,2022-01-13 09:00:00,13245.23,35670.9,31626.59,23136.03,88656929600.93,218502054.04,523413956.24,17.84,-34.7,Binance Smart Chain,69
Avalanche,AVAX,2022-01-13 10:00:00,29845.4,29170.8,28817.75,24934.03,44793882233.16,829814366.25,970690026.21,20.52,-2.96,Binance Smart Chain,92
Shiba Inu,SHIB,2022-01-13 11:00:00,20968.66,44644.35,5930.01,46651.84,75071860101.56,575933229.94,920901319.31,1.4,21.29,Binance Smart Chain,37
Polygon,MATIC,2022-01-13 12:00:00,40271.6,7362.38,33995.77,34141.08,28143513747.94,727053200.03,658787755.38,-40.03,-27.62,Binance Smart Chain,40
Dogecoin,DOGE,2022-01-13 13:00:00,37923.74,20661.02,15920.61,34175.2,98977408466.42,753905972.63,713352425.41,9.09,37.66,Ethereum,87
Shiba Inu,SHIB,2022-01-13 14:00:00,40120.63,3736.21,30896.48,39442.91,82430123773.84,901868321.0,739853550.71,28.09,-2.81,Ethereum,65
Dogecoin,DOGE,2022-01-13 15:00:00,3103.67,40911.56,48345.29,29879.15,37643448908.92,808596377.83,421543578.44,46.13,36.95,Binance Smart Chain,79
Dogecoin,DOGE,2022-01-13 16:00:00,29279.97,14932.07,28275.33,15994.21,29349636130.95,989745846.32,247845502.71,29.63,-45.69,Binance Smart Chain,13
Chainlink,LINK,2022-01-13 17:00:00,36068.26,13324.79,12473.13,36912.14,16155650063.03,739577337.69,347061647.93,28.68,-25.25,Binance Smart Chain,92
TRON,TRX,2022-01-13 18:00:00,505.76,35414.98,31317.81,44985.86,8767337277.54,496561012.18,541056285.55,-48.67,40.73,Cardano,100
Avalanche,AVAX,2022-01-13 19:00:00,30428.91,46954.44,11942.23,12986.01,28480358968.13,684040190.46,463402119.57,-25.11,-29.49,Binance Smart Chain,38
Solana,SOL,2022-01-13 20:00:00,46635.76,45440.5,46694.83,47711.03,60624723086.42,264454601.21,129147660.33,-18.38,14.41,Ethereum,59
Shiba Inu,SHIB,2022-01-13 21:00:00,36015.48,34418.91,47623.79,831.73,11428496933.45,663249933.33,902669778.0,30.01,-24.65,Cardano,79
Litecoin,LTC,2022-01-13 22:00:00,43659.14,46046.35,34539.72,12456.77,53048112844.03,733826321.31,580226517.06,-35.36,41.41,Binance Smart Chain,55
Polkadot,DOT,2022-01-13 23:00:00,23391.07,4540.75,15781.89,31184.45,58018551365.25,825202428.59,938301052.62,-24.13,-21.1,Cardano,29
Stellar,XLM,2022-01-14 00:00:00,31414.31,4334.7,8797.22,32310.56,98816122410.19,95294690.86,792586602.18,10.13,43.93,Binance Smart Chain,34
Shiba Inu,SHIB,2022-01-14 01:00:00,18406.75,43705.65,15494.87,11120.63,47637875253.82,5149075.31,645234166.68,40.2,-19.92,Cardano,28
Stellar,XLM,2022-01-14 02:00:00,38049.97,44024.39,13110.26,12846.0,17541618287.86,498443797.69,90319949.82,-24.52,28.52,Cardano,67
Polkadot,DOT,2022-01-14 03:00:00,18477.92,12251.91,30334.8,33466.25,44255907091.61,815976636.13,45123108.69,-6.58,-20.29,Binance Smart Chain,14
Litecoin,LTC,2022-01-14 04:00:00,23767.99,27176.55,6148.03,20768.46,77967970730.76,420098969.38,358036705.24,9.95,-17.1,Cardano,3
Avalanche,AVAX,2022-01-14 05:00:00,3233.15,21029.39,21618.01,4992.38,98428941967.04,49036529.4,619631755.13,-10.18,-24.05,Binance Smart Chain,82
TRON,TRX,2022-01-14 06:00:00,39275.94,27914.65,41436.38,7139.31,57595491553.99,430908001.92,973423479.48,38.98,-15.42,Ethereum,100
Stellar,XLM,2022-01-14 07:00:00,40898.57,38901.95,35512.97,17399.82,28743685044.88,504223702.79,820585351.27,31.35,-49.73,Ethereum,21
Solana,SOL,2022-01-14 08:00:00,18457.4,35661.01,22078.37,9488.02,79602959493.68,933168333.83,871738711.83,-24.05,24.22,Ethereum,52
TRON,TRX,2022-01-14 09:00:00,1115.38,9156.35,14889.2,26671.26,50108896369.02,886994619.99,315108604.41,39.9,42.81,Ethereum,54
Avalanche,AVAX,2022-01-14 10:00:00,22550.6,46053.98,13173.88,775.75,97633753831.61,396429313.44,46960387.51,42.97,-3.3,Cardano,32
Litecoin,LTC,2022-01-14 11:00:00,23982.41,27635.67,28674.82,598.3,14723170996.74,108343352.65,964761532.77,-8.85,-5.87,Ethereum,97
TRON,TRX,2022-01-14 12:00:00,27300.99,42836.81,41440.62,47430.82,93996642616.88,242774100.03,619323931.0,6.91,-1.89,Ethereum,46
Litecoin,LTC,2022-01-14 13:00:00,25384.51,4210.81,38563.31,12575.63,15436530769.7,716793335.83,952396671.28,34.83,-7.27,Cardano,34
Polygon,MATIC,2022-01-14 14:00:00,25468.36,40285.62,35401.76,4432.96,18278516866.05,657079900.5,181052624.47,30.4,-37.99,Ethereum,79
Litecoin,LTC,2022-01-14 15:00:00,5787.46,39988.66,39893.72,16038.35,7043847896.03,291392486.68,62743052.06,47.95,-43.53,Cardano,100
Chainlink,LINK,2022-01-14 16:00:00,16115.98,30073.93,37391.63,41037.32,28889381594.78,856040509.04,608517805.99,-25.06,-13.46,Cardano,16
Dogecoin,DOGE,2022-01-14 17:00:00,14782.21,19218.85,12220.35,22766.43,64316744872.03,825962613.4,565942785.57,4.8,15.14,Binance Smart Chain,54
